away_score,clear_chances,corners,data_source,date,fotmob_match_id,fouls,ground_duels_won,ground_duels_won_pct,home_score,last_updated,match_id,opposition_half_passes,possession_pct,red_cards,shots_on_target,status,successful_dribbles,successful_dribbles_pct,team,team_id,total_shots,touches_in_opposition_box,utc_time,xg
1,1.0,4.0,fotmob-parse-bot,2026-06-15,4667799,11.0,18.0,45.0,1,2026-07-04,15,94.0,33.0,0.0,3.0,Completed,3.0,60.0,Saudi Arabia,31,7.0,10.0,2026-06-15T22:00:00.000Z,0.66
1,2.0,14.0,fotmob-parse-bot,2026-06-15,4667799,6.0,22.0,55.0,1,2026-07-04,15,331.0,67.0,0.0,10.0,Completed,8.0,67.0,Uruguay,32,27.0,41.0,2026-06-15T22:00:00.000Z,1.72
2,2.0,4.0,fotmob-parse-bot,2026-06-16,4667791,10.0,29.0,51.0,2,2026-07-04,16,134.0,48.0,0.0,4.0,Completed,4.0,36.0,Iran,27,17.0,25.0,2026-06-16T01:00:00.000Z,1.5
2,2.0,1.0,fotmob-parse-bot,2026-06-16,4667791,8.0,28.0,49.0,2,2026-07-04,16,151.0,52.0,0.0,8.0,Completed,6.0,50.0,New Zealand,28,14.0,21.0,2026-06-16T01:00:00.000Z,1.24
1,4.0,6.0,fotmob-parse-bot,2026-06-16,4667804,5.0,32.0,54.0,3,2026-07-04,17,224.0,53.0,0.0,8.0,Completed,5.0,33.0,France,33,11.0,19.0,2026-06-16T19:00:00.000Z,1.79
1,2.0,4.0,fotmob-parse-bot,2026-06-16,4667804,9.0,27.0,46.0,3,2026-07-04,17,166.0,47.0,0.0,2.0,Completed,8.0,57.0,Senegal,34,6.0,13.0,2026-06-16T19:00:00.000Z,0.53
4,1.0,2.0,fotmob-parse-bot,2026-06-16,4667805,12.0,42.0,58.0,1,2026-07-04,18,107.0,39.0,0.0,1.0,Completed,10.0,48.0,Iraq,35,11.0,18.0,2026-06-16T22:00:00.000Z,0.8
4,5.0,5.0,fotmob-parse-bot,2026-06-16,4667805,13.0,31.0,42.0,1,2026-07-04,18,183.0,61.0,0.0,5.0,Completed,5.0,29.0,Norway,36,12.0,25.0,2026-06-16T22:00:00.000Z,2.52
0,1.0,2.0,fotmob-parse-bot,2026-06-17,4667812,13.0,36.0,49.0,3,2026-07-04,19,175.0,48.0,0.0,6.0,Completed,2.0,22.0,Argentina,37,10.0,12.0,2026-06-17T01:00:00.000Z,1.26
0,0.0,2.0,fotmob-parse-bot,2026-06-17,4667812,8.0,38.0,51.0,3,2026-07-04,19,284.0,52.0,0.0,0.0,Completed,8.0,35.0,Algeria,38,7.0,14.0,2026-06-17T01:00:00.000Z,0.32
1,4.0,4.0,fotmob-parse-bot,2026-06-17,4667813,12.0,27.0,41.0,3,2026-07-04,20,248.0,63.0,0.0,4.0,Completed,4.0,33.0,Austria,39,11.0,28.0,2026-06-17T04:00:00.000Z,1.69
1,0.0,3.0,fotmob-parse-bot,2026-06-17,4667813,7.0,39.0,59.0,3,2026-07-04,20,100.0,37.0,0.0,4.0,Completed,15.0,63.0,Jordan,40,11.0,21.0,2026-06-17T04:00:00.000Z,0.46
1,0.0,5.0,fotmob-parse-bot,2026-06-17,4667819,9.0,25.0,42.0,1,2026-07-04,21,379.0,75.0,0.0,1.0,Completed,5.0,42.0,Portugal,41,7.0,29.0,2026-06-17T17:00:00.000Z,0.65
1,1.0,4.0,fotmob-parse-bot,2026-06-17,4667819,10.0,34.0,58.0,1,2026-07-04,21,98.0,25.0,0.0,2.0,Completed,8.0,53.0,DR Congo,42,8.0,10.0,2026-06-17T17:00:00.000Z,0.87
2,7.0,8.0,fotmob-parse-bot,2026-06-17,4667825,10.0,28.0,52.0,4,2026-07-04,22,119.0,52.0,0.0,11.0,Completed,7.0,50.0,England,45,22.0,37.0,2026-06-17T20:00:00.000Z,3.2
2,2.0,2.0,fotmob-parse-bot,2026-06-17,4667825,12.0,26.0,48.0,4,2026-07-04,22,161.0,48.0,0.0,5.0,Completed,5.0,50.0,Croatia,46,10.0,16.0,2026-06-17T20:00:00.000Z,0.7
0,1.0,2.0,fotmob-parse-bot,2026-06-17,4667826,9.0,35.0,44.0,1,2026-07-04,23,141.0,38.0,0.0,2.0,Completed,9.0,38.0,Ghana,47,7.0,14.0,2026-06-17T23:00:00.000Z,1.25
0,2.0,2.0,fotmob-parse-bot,2026-06-17,4667826,11.0,44.0,56.0,1,2026-07-04,23,166.0,62.0,0.0,4.0,Completed,6.0,43.0,Panama,48,11.0,19.0,2026-06-17T23:00:00.000Z,0.73
3,1.0,3.0,fotmob-parse-bot,2026-06-18,4667820,14.0,24.0,46.0,1,2026-07-04,24,95.0,39.0,0.0,2.0,Completed,5.0,50.0,Uzbekistan,43,8.0,5.0,2026-06-18T02:00:00.000Z,1.16
3,4.0,4.0,fotmob-parse-bot,2026-06-18,4667820,11.0,28.0,54.0,1,2026-07-04,24,238.0,61.0,0.0,4.0,Completed,5.0,42.0,Colombia,44,15.0,27.0,2026-06-18T02:00:00.000Z,1.61
0,2.0,0.0,fotmob-parse-bot,2026-06-19,4667754,9.0,27.0,44.0,1,2026-07-04,25,105.0,42.0,0.0,4.0,Completed,6.0,60.0,Mexico,1,8.0,6.0,2026-06-19T01:00:00.000Z,0.53
0,3.0,2.0,fotmob-parse-bot,2026-06-19,4667754,7.0,34.0,56.0,1,2026-07-04,25,185.0,58.0,0.0,2.0,Completed,9.0,53.0,South Korea,3,9.0,11.0,2026-06-19T01:00:00.000Z,0.91
1,1.0,5.0,fotmob-parse-bot,2026-06-18,4667753,10.0,38.0,54.0,1,2026-07-04,26,237.0,62.0,0.0,4.0,Completed,8.0,62.0,South Africa,2,17.0,20.0,2026-06-18T16:00:00.000Z,1.38
1,3.0,5.0,fotmob-parse-bot,2026-06-18,4667753,12.0,32.0,46.0,1,2026-07-04,26,99.0,38.0,0.0,3.0,Completed,10.0,71.0,Czech Republic,4,14.0,16.0,2026-06-18T16:00:00.000Z,1.02
0,6.0,19.0,fotmob-parse-bot,2026-06-18,4667760,9.0,25.0,48.0,6,2026-07-04,27,442.0,79.0,0.0,10.0,Completed,6.0,55.0,Canada,5,32.0,97.0,2026-06-18T22:00:00.000Z,4.6
0,0.0,1.0,fotmob-parse-bot,2026-06-18,4667760,10.0,27.0,52.0,6,2026-07-04,27,26.0,21.0,2.0,0.0,Completed,2.0,40.0,Qatar,7,2.0,1.0,2026-06-18T22:00:00.000Z,0.22
1,0.0,3.0,fotmob-parse-bot,2026-06-18,4667759,18.0,26.0,38.0,4,2026-07-04,28,96.0,38.0,1.0,3.0,Completed,6.0,50.0,Bosnia and Herzegovina,6,5.0,8.0,2026-06-18T19:00:00.000Z,0.23
1,4.0,7.0,fotmob-parse-bot,2026-06-18,4667759,7.0,42.0,62.0,4,2026-07-04,28,293.0,62.0,0.0,7.0,Completed,6.0,50.0,Switzerland,8,13.0,35.0,2026-06-18T19:00:00.000Z,2.06
0,5.0,4.0,fotmob-parse-bot,2026-06-20,4667767,13.0,38.0,54.0,3,2026-07-04,29,184.0,57.0,0.0,5.0,Completed,4.0,27.0,Brazil,9,8.0,24.0,2026-06-20T00:30:00.000Z,1.75
0,0.0,4.0,fotmob-parse-bot,2026-06-20,4667767,14.0,32.0,46.0,3,2026-07-04,29,173.0,43.0,0.0,3.0,Completed,3.0,18.0,Haiti,11,7.0,17.0,2026-06-20T00:30:00.000Z,0.23
1,3.0,5.0,fotmob-parse-bot,2026-06-19,4667766,8.0,25.0,45.0,0,2026-07-04,30,244.0,59.0,0.0,2.0,Completed,5.0,28.0,Morocco,10,12.0,26.0,2026-06-19T22:00:00.000Z,0.99
1,1.0,2.0,fotmob-parse-bot,2026-06-19,4667766,11.0,31.0,55.0,0,2026-07-04,30,133.0,41.0,0.0,0.0,Completed,4.0,67.0,Scotland,12,6.0,20.0,2026-06-19T22:00:00.000Z,0.51
0,2.0,7.0,fotmob-parse-bot,2026-06-19,4667774,12.0,44.0,54.0,2,2026-07-04,31,221.0,62.0,0.0,2.0,Completed,11.0,65.0,United States,13,10.0,20.0,2026-06-19T19:00:00.000Z,1.08
0,0.0,4.0,fotmob-parse-bot,2026-06-19,4667774,16.0,37.0,46.0,2,2026-07-04,31,109.0,38.0,0.0,2.0,Completed,14.0,56.0,Australia,15,5.0,20.0,2026-06-19T19:00:00.000Z,0.35
1,0.0,0.0,fotmob-parse-bot,2026-06-20,4667773,15.0,52.0,54.0,0,2026-07-04,32,50.0,22.0,1.0,2.0,Completed,15.0,60.0,Paraguay,14,7.0,12.0,2026-06-20T03:00:00.000Z,0.32
1,5.0,12.0,fotmob-parse-bot,2026-06-20,4667773,14.0,45.0,46.0,0,2026-07-04,32,387.0,78.0,0.0,5.0,Completed,13.0,48.0,Turkey,16,32.0,50.0,2026-06-20T03:00:00.000Z,2.17
1,5.0,8.0,fotmob-parse-bot,2026-06-20,4667780,5.0,38.0,46.0,2,2026-07-04,33,354.0,60.0,0.0,7.0,Completed,6.0,38.0,Germany,17,16.0,33.0,2026-06-20T20:00:00.000Z,1.89
1,2.0,3.0,fotmob-parse-bot,2026-06-20,4667780,7.0,44.0,54.0,2,2026-07-04,33,160.0,40.0,0.0,2.0,Completed,20.0,61.0,Ivory Coast,19,9.0,22.0,2026-06-20T20:00:00.000Z,1.22
0,0.0,0.0,fotmob-parse-bot,2026-06-21,4667779,10.0,33.0,48.0,0,2026-07-04,34,70.0,25.0,0.0,3.0,Completed,9.0,43.0,Curacao,18,10.0,12.0,2026-06-21T00:00:00.000Z,0.5
0,6.0,9.0,fotmob-parse-bot,2026-06-21,4667779,7.0,36.0,52.0,0,2026-07-04,34,377.0,75.0,0.0,15.0,Completed,8.0,62.0,Ecuador,20,27.0,43.0,2026-06-21T00:00:00.000Z,2.84
1,3.0,2.0,fotmob-parse-bot,2026-06-20,4667786,9.0,29.0,47.0,5,2026-07-04,35,193.0,51.0,0.0,7.0,Completed,3.0,23.0,Netherlands,21,10.0,20.0,2026-06-20T17:00:00.000Z,2.61
1,2.0,5.0,fotmob-parse-bot,2026-06-20,4667786,12.0,33.0,53.0,5,2026-07-04,35,152.0,49.0,0.0,8.0,Completed,7.0,58.0,Sweden,23,16.0,26.0,2026-06-20T17:00:00.000Z,1.01
4,4.0,5.0,fotmob-parse-bot,2026-06-21,4667785,15.0,29.0,46.0,0,2026-07-04,36,279.0,62.0,0.0,5.0,Completed,4.0,27.0,Japan,22,11.0,17.0,2026-06-21T04:00:00.000Z,2.13
4,0.0,3.0,fotmob-parse-bot,2026-06-21,4667785,8.0,34.0,54.0,0,2026-07-04,36,111.0,38.0,0.0,0.0,Completed,2.0,29.0,Tunisia,24,2.0,8.0,2026-06-21T04:00:00.000Z,0.05
0,1.0,4.0,fotmob-parse-bot,2026-06-21,4667793,7.0,34.0,57.0,0,2026-07-04,37,357.0,70.0,1.0,7.0,Completed,14.0,67.0,Belgium,25,23.0,42.0,2026-06-21T19:00:00.000Z,1.79
0,1.0,2.0,fotmob-parse-bot,2026-06-21,4667793,9.0,26.0,43.0,0,2026-07-04,37,76.0,30.0,0.0,3.0,Completed,2.0,40.0,Iran,27,7.0,15.0,2026-06-21T19:00:00.000Z,0.62
3,3.0,3.0,fotmob-parse-bot,2026-06-22,4667792,8.0,34.0,56.0,1,2026-07-04,38,258.0,56.0,0.0,7.0,Completed,7.0,58.0,Egypt,26,19.0,36.0,2026-06-22T01:00:00.000Z,1.87
3,3.0,4.0,fotmob-parse-bot,2026-06-22,4667792,14.0,27.0,44.0,1,2026-07-04,38,124.0,44.0,0.0,5.0,Completed,7.0,47.0,New Zealand,28,11.0,17.0,2026-06-22T01:00:00.000Z,1.24
0,5.0,6.0,fotmob-parse-bot,2026-06-21,4667801,10.0,18.0,35.0,4,2026-07-04,39,398.0,67.0,0.0,8.0,Completed,7.0,44.0,Spain,29,22.0,37.0,2026-06-21T16:00:00.000Z,2.3
0,0.0,1.0,fotmob-parse-bot,2026-06-21,4667801,2.0,33.0,65.0,4,2026-07-04,39,139.0,33.0,0.0,1.0,Completed,8.0,67.0,Saudi Arabia,31,3.0,2.0,2026-06-21T16:00:00.000Z,0.14
2,1.0,4.0,fotmob-parse-bot,2026-06-21,4667800,4.0,39.0,59.0,2,2026-07-04,40,72.0,35.0,0.0,4.0,Completed,12.0,71.0,Cape Verde,30,12.0,10.0,2026-06-21T22:00:00.000Z,0.88
2,2.0,11.0,fotmob-parse-bot,2026-06-21,4667800,11.0,27.0,41.0,2,2026-07-04,40,317.0,65.0,0.0,2.0,Completed,7.0,39.0,Uruguay,32,17.0,34.0,2026-06-21T22:00:00.000Z,2.32
0,5.0,4.0,fotmob-parse-bot,2026-06-22,4667807,8.0,30.0,50.0,3,2026-07-04,41,388.0,56.0,0.0,5.0,Completed,12.0,60.0,France,33,19.0,41.0,2026-06-22T21:00:00.000Z,2.67
0,1.0,2.0,fotmob-parse-bot,2026-06-22,4667807,4.0,30.0,50.0,3,2026-07-04,41,88.0,44.0,0.0,0.0,Completed,6.0,55.0,Iraq,35,4.0,7.0,2026-06-22T21:00:00.000Z,0.63
2,3.0,4.0,fotmob-parse-bot,2026-06-23,4667806,5.0,40.0,69.0,3,2026-07-04,42,249.0,58.0,0.0,4.0,Completed,11.0,65.0,Senegal,34,16.0,26.0,2026-06-23T00:00:00.000Z,1.72
2,5.0,5.0,fotmob-parse-bot,2026-06-23,4667806,13.0,18.0,31.0,3,2026-07-04,42,131.0,42.0,0.0,7.0,Completed,5.0,56.0,Norway,36,13.0,24.0,2026-06-23T00:00:00.000Z,2.2
0,3.0,1.0,fotmob-parse-bot,2026-06-22,4667815,13.0,39.0,57.0,2,2026-07-04,43,227.0,54.0,0.0,5.0,Completed,6.0,55.0,Argentina,37,12.0,19.0,2026-06-22T17:00:00.000Z,2.36
0,1.0,3.0,fotmob-parse-bot,2026-06-22,4667815,13.0,30.0,43.0,2,2026-07-04,43,224.0,46.0,0.0,1.0,Completed,6.0,38.0,Austria,39,6.0,18.0,2026-06-22T17:00:00.000Z,0.53
2,3.0,10.0,fotmob-parse-bot,2026-06-23,4667814,6.0,49.0,54.0,1,2026-07-04,44,330.0,72.0,0.0,8.0,Completed,14.0,42.0,Algeria,38,17.0,30.0,2026-06-23T03:00:00.000Z,1.89
2,1.0,1.0,fotmob-parse-bot,2026-06-23,4667814,11.0,42.0,46.0,1,2026-07-04,44,78.0,28.0,0.0,4.0,Completed,7.0,30.0,Jordan,40,8.0,13.0,2026-06-23T03:00:00.000Z,0.63
0,7.0,3.0,fotmob-parse-bot,2026-06-23,4667822,14.0,43.0,52.0,5,2026-07-04,45,311.0,66.0,0.0,9.0,Completed,14.0,54.0,Portugal,41,17.0,36.0,2026-06-23T17:00:00.000Z,2.61
0,0.0,2.0,fotmob-parse-bot,2026-06-23,4667822,15.0,39.0,48.0,5,2026-07-04,45,105.0,34.0,0.0,2.0,Completed,8.0,53.0,Uzbekistan,43,7.0,6.0,2026-06-23T17:00:00.000Z,0.24
0,0.0,4.0,fotmob-parse-bot,2026-06-24,4667821,16.0,26.0,48.0,1,2026-07-04,46,86.0,36.0,0.0,1.0,Completed,0.0,0.0,DR Congo,42,7.0,10.0,2026-06-24T02:00:00.000Z,0.37
0,2.0,5.0,fotmob-parse-bot,2026-06-24,4667821,12.0,28.0,52.0,1,2026-07-04,46,255.0,64.0,0.0,9.0,Completed,3.0,30.0,Colombia,44,20.0,24.0,2026-06-24T02:00:00.000Z,0.98
0,2.0,9.0,fotmob-parse-bot,2026-06-23,4667828,14.0,43.0,52.0,0,2026-07-04,47,388.0,79.0,0.0,3.0,Completed,7.0,41.0,England,45,19.0,33.0,2026-06-23T20:00:00.000Z,1.36
0,1.0,2.0,fotmob-parse-bot,2026-06-23,4667828,24.0,39.0,48.0,0,2026-07-04,47,45.0,21.0,0.0,1.0,Completed,4.0,40.0,Ghana,47,2.0,10.0,2026-06-23T20:00:00.000Z,0.17
1,3.0,2.0,fotmob-parse-bot,2026-06-23,4667827,12.0,48.0,60.0,0,2026-07-04,48,210.0,58.0,0.0,2.0,Completed,11.0,100.0,Croatia,46,6.0,15.0,2026-06-23T23:00:00.000Z,1.65
1,1.0,7.0,fotmob-parse-bot,2026-06-23,4667827,19.0,32.0,40.0,0,2026-07-04,48,141.0,42.0,0.0,1.0,Completed,11.0,58.0,Panama,48,8.0,19.0,2026-06-23T23:00:00.000Z,0.55
3,5.0,1.0,fotmob-parse-bot,2026-06-25,4667755,13.0,25.0,46.0,0,2026-07-04,49,151.0,48.0,0.0,5.0,Completed,4.0,67.0,Mexico,1,11.0,15.0,2026-06-25T01:00:00.000Z,1.74
3,0.0,5.0,fotmob-parse-bot,2026-06-25,4667755,9.0,29.0,54.0,0,2026-07-04,49,116.0,52.0,0.0,1.0,Completed,5.0,42.0,Czech Republic,4,13.0,14.0,2026-06-25T01:00:00.000Z,0.53
0,1.0,4.0,fotmob-parse-bot,2026-06-25,4667756,7.0,26.0,51.0,1,2026-07-04,50,103.0,32.0,0.0,4.0,Completed,6.0,46.0,South Africa,2,13.0,13.0,2026-06-25T01:00:00.000Z,1.16
0,1.0,6.0,fotmob-parse-bot,2026-06-25,4667756,9.0,25.0,49.0,1,2026-07-04,50,330.0,68.0,0.0,3.0,Completed,6.0,50.0,South Korea,3,8.0,18.0,2026-06-25T01:00:00.000Z,0.9
1,3.0,7.0,fotmob-parse-bot,2026-06-24,4667761,13.0,36.0,51.0,2,2026-07-04,51,152.0,45.0,0.0,7.0,Completed,8.0,62.0,Canada,5,13.0,23.0,2026-06-24T19:00:00.000Z,1.66
1,3.0,2.0,fotmob-parse-bot,2026-06-24,4667761,19.0,35.0,49.0,2,2026-07-04,51,119.0,55.0,0.0,4.0,Completed,6.0,75.0,Switzerland,8,6.0,14.0,2026-06-24T19:00:00.000Z,1.11
1,1.0,5.0,fotmob-parse-bot,2026-06-24,4667762,9.0,32.0,57.0,3,2026-07-04,52,173.0,54.0,0.0,5.0,Completed,8.0,62.0,Bosnia and Herzegovina,6,14.0,20.0,2026-06-24T19:00:00.000Z,0.68
1,3.0,5.0,fotmob-parse-bot,2026-06-24,4667762,14.0,24.0,43.0,3,2026-07-04,52,167.0,46.0,0.0,3.0,Completed,3.0,43.0,Qatar,7,9.0,16.0,2026-06-24T19:00:00.000Z,0.77
3,6.0,6.0,fotmob-parse-bot,2026-06-24,4667768,11.0,35.0,59.0,0,2026-07-04,53,308.0,54.0,0.0,9.0,Completed,11.0,65.0,Brazil,9,21.0,35.0,2026-06-24T22:00:00.000Z,4.33
3,1.0,7.0,fotmob-parse-bot,2026-06-24,4667768,10.0,24.0,41.0,0,2026-07-04,53,202.0,46.0,0.0,5.0,Completed,2.0,25.0,Scotland,12,14.0,27.0,2026-06-24T22:00:00.000Z,1.04
2,5.0,9.0,fotmob-parse-bot,2026-06-24,4667769,10.0,54.0,54.0,4,2026-07-04,54,218.0,69.0,0.0,11.0,Completed,16.0,55.0,Morocco,10,22.0,45.0,2026-06-24T22:00:00.000Z,3.76
2,1.0,1.0,fotmob-parse-bot,2026-06-24,4667769,18.0,46.0,46.0,4,2026-07-04,54,67.0,31.0,0.0,2.0,Completed,11.0,55.0,Haiti,11,9.0,9.0,2026-06-24T22:00:00.000Z,1.22
2,4.0,9.0,fotmob-parse-bot,2026-06-26,4667775,13.0,34.0,40.0,3,2026-07-04,55,188.0,53.0,0.0,7.0,Completed,7.0,41.0,United States,13,18.0,36.0,2026-06-26T02:00:00.000Z,2.13
2,5.0,2.0,fotmob-parse-bot,2026-06-26,4667775,13.0,52.0,60.0,3,2026-07-04,55,158.0,47.0,0.0,3.0,Completed,9.0,69.0,Turkey,16,9.0,22.0,2026-06-26T02:00:00.000Z,3.01
0,0.0,1.0,fotmob-parse-bot,2026-06-26,4667776,9.0,35.0,47.0,0,2026-07-04,56,158.0,44.0,0.0,2.0,Completed,5.0,31.0,Paraguay,14,7.0,7.0,2026-06-26T02:00:00.000Z,0.24
0,0.0,3.0,fotmob-parse-bot,2026-06-26,4667776,6.0,39.0,53.0,0,2026-07-04,56,159.0,56.0,0.0,5.0,Completed,11.0,46.0,Australia,15,12.0,14.0,2026-06-26T02:00:00.000Z,0.55
1,2.0,2.0,fotmob-parse-bot,2026-06-25,4667781,10.0,41.0,48.0,2,2026-07-04,57,276.0,61.0,0.0,3.0,Completed,7.0,32.0,Germany,17,11.0,20.0,2026-06-25T20:00:00.000Z,0.65
1,2.0,3.0,fotmob-parse-bot,2026-06-25,4667781,15.0,45.0,52.0,2,2026-07-04,57,185.0,39.0,0.0,3.0,Completed,9.0,47.0,Ecuador,20,7.0,18.0,2026-06-25T20:00:00.000Z,1.27
